Date,Price,Open,High,Low,Vol.,Change %
"Jun 25, 2019",172.83,172.45,172.91,172.45,578.80K,0.20%
"Jun 24, 2019",172.48,172.02,172.59,172.02,463.68K,0.23%
"Jun 21, 2019",172.08,172.54,172.65,171.95,712.32K,-0.28%
"Jun 20, 2019",172.56,172.59,172.7,172.42,667.61K,0.02%
"Jun 19, 2019",172.53,172.67,172.72,172.09,713.17K,-0.13%
"Jun 18, 2019",172.76,171.54,172.87,171.51,1.00M,0.69%
"Jun 17, 2019",171.58,171.69,171.75,171.42,479.35K,-0.10%
"Jun 14, 2019",171.76,171.63,171.99,171.59,586.20K,0.09%
"Jun 13, 2019",171.6,171.45,171.68,171.4,507.65K,0.07%
"Jun 12, 2019",171.48,171.38,171.62,171.32,565.27K,0.06%
"Jun 11, 2019",171.38,171.1,171.42,170.98,540.20K,0.16%
"Jun 10, 2019",171.11,171.56,171.66,171.06,488.85K,-0.37%
"Jun 07, 2019",171.75,171.3,171.8,171.25,674.79K,0.27%
"Jun 06, 2019",171.28,171.19,171.52,170.66,1.06M,0.02%
"Jun 05, 2019",171.24,170.99,171.3,170.85,914.43K,0.15%
"Jun 04, 2019",170.99,170.96,171.12,170.82,1.18M,-0.03%
"Jun 03, 2019",171.04,171.05,171.12,170.77,1.22M,0.02%
"May 31, 2019",171,168.38,171,168.3,619.05K,1.66%
"May 30, 2019",168.2,167.83,168.21,167.72,730.32K,0.19%
"May 29, 2019",167.88,167.91,168.12,167.85,838.69K,-0.01%
"May 28, 2019",167.89,167.56,167.93,167.52,944.51K,0.18%
"May 27, 2019",167.59,167.35,167.69,167.19,260.21K,0.16%
"May 24, 2019",167.33,167.26,167.33,167.1,524.82K,0.01%
"May 23, 2019",167.31,166.9,167.4,166.87,784.24K,0.27%
"May 22, 2019",166.86,166.51,166.9,166.44,681.34K,0.20%
"May 21, 2019",166.52,166.74,166.9,166.35,772.87K,-0.12%
"May 20, 2019",166.72,166.99,167.07,166.63,551.28K,-0.22%
"May 17, 2019",167.09,167.01,167.41,166.86,626.13K,0.07%
"May 16, 2019",166.97,167.06,167.27,166.78,793.12K,-0.03%
"May 15, 2019",167.02,166.68,167.43,166.57,963.28K,0.25%
"May 14, 2019",166.61,166.53,166.71,166.31,583.82K,0.03%
"May 13, 2019",166.56,166.34,166.61,166.1,581.37K,0.30%
"May 10, 2019",166.06,166.15,166.4,165.96,617.04K,-0.11%
"May 09, 2019",166.24,166.15,166.53,166.11,713.53K,0.10%
"May 08, 2019",166.07,166.06,166.47,165.92,807.47K,-0.02%
"May 07, 2019",166.11,165.59,166.18,165.25,825.20K,0.45%
"May 06, 2019",165.36,165.59,165.86,165.31,324.79K,0.08%
"May 03, 2019",165.22,165.12,165.43,164.85,599.61K,0.05%
"May 02, 2019",165.14,165.23,165.48,164.98,772.20K,-0.12%
"Apr 30, 2019",165.34,165.49,165.68,164.84,938.72K,-0.04%
"Apr 29, 2019",165.41,165.82,165.84,165.34,523.12K,-0.28%
"Apr 26, 2019",165.87,165.76,165.91,165.56,503.15K,0.12%
"Apr 25, 2019",165.67,165.7,165.8,165.56,533.57K,-0.07%
"Apr 24, 2019",165.78,164.99,165.78,164.96,717.03K,0.48%
"Apr 23, 2019",164.99,164.98,165.12,164.72,557.07K,-0.08%
"Apr 18, 2019",165.12,164.4,165.27,164.33,768.22K,0.47%
"Apr 17, 2019",164.35,164.51,164.59,164.06,679.00K,-0.06%
"Apr 16, 2019",164.45,164.64,164.94,164.4,661.54K,-0.13%
"Apr 15, 2019",164.67,164.61,164.75,164.33,650.83K,0.04%
"Apr 12, 2019",164.6,165.64,165.79,164.56,951.27K,-0.57%
"Apr 11, 2019",165.55,165.82,165.87,165.51,510.18K,-0.17%
"Apr 10, 2019",165.83,165.52,165.99,165.4,583.76K,0.21%
"Apr 09, 2019",165.48,165.29,165.63,165.11,543.18K,0.15%
"Apr 08, 2019",165.24,165.37,165.55,165.15,358.59K,-0.08%
"Apr 05, 2019",165.38,165.35,165.51,165.08,552.26K,-0.04%
"Apr 04, 2019",165.44,165.29,165.65,165.2,596.19K,0.08%
"Apr 03, 2019",165.3,165.95,166,165.18,820.78K,-0.36%
"Apr 02, 2019",165.9,165.7,166.16,165.7,563.23K,0.16%
"Apr 01, 2019",165.63,166.2,166.2,165.6,730.96K,-0.43%
"Mar 29, 2019",166.34,166.26,166.42,166.02,695.14K,0.07%
"Mar 28, 2019",166.23,166.56,166.75,166.21,755.69K,-0.18%
"Mar 27, 2019",166.53,165.77,166.69,165.68,1.07M,0.50%
"Mar 26, 2019",165.7,165.79,165.82,165.45,600.79K,-0.08%
"Mar 25, 2019",165.83,165.59,165.97,165.34,623.21K,0.11%
"Mar 22, 2019",165.65,164.67,165.86,164.63,1.01M,0.63%
"Mar 21, 2019",164.62,164.42,164.92,164.32,725.54K,0.10%
"Mar 20, 2019",164.46,163.9,164.53,163.84,566.59K,0.33%
"Mar 19, 2019",163.92,164.22,164.35,163.64,727.89K,-0.16%
"Mar 18, 2019",164.18,164.23,164.36,163.96,454.40K,-0.05%
"Mar 15, 2019",164.27,164.22,164.45,163.94,560.01K,0.01%
"Mar 14, 2019",164.25,164.23,164.44,164.07,542.77K,0.02%
"Mar 13, 2019",164.21,164.62,164.68,164.18,459.08K,-0.27%
"Mar 12, 2019",164.66,164.25,164.74,163.92,733.72K,0.16%
"Mar 11, 2019",164.39,164.54,164.62,164.33,509.73K,-0.10%
"Mar 08, 2019",164.56,164.45,164.74,164.31,804.48K,0.02%
"Mar 07, 2019",164.52,163.6,164.58,163.44,1.05M,0.54%
"Mar 06, 2019",163.63,163.24,163.69,163.07,972.54K,0.25%
"Mar 05, 2019",163.22,163.13,163.23,162.7,1.19M,0.06%
"Mar 04, 2019",163.13,162.63,163.16,162.47,1.03M,0.33%
"Mar 01, 2019",162.59,165.31,165.38,162.59,484.87K,-1.65%
"Feb 28, 2019",165.31,165.76,165.97,165.15,997.60K,-0.27%
"Feb 27, 2019",165.75,166.34,166.48,165.56,1.04M,-0.33%
"Feb 26, 2019",166.3,166.56,166.66,166.17,731.37K,-0.06%
"Feb 25, 2019",166.4,166.56,166.62,166.2,530.95K,-0.14%
"Feb 22, 2019",166.64,166.18,166.72,166.11,514.63K,0.29%
"Feb 21, 2019",166.15,166.59,166.67,165.86,983.25K,-0.23%
"Feb 20, 2019",166.54,166.45,166.68,166.36,492.43K,0.05%
"Feb 19, 2019",166.45,166.41,166.75,166.27,654.66K,0.04%
"Feb 18, 2019",166.39,166.52,166.55,166.28,238.96K,-0.07%
"Feb 15, 2019",166.51,166.53,166.64,166.29,474.92K,-0.01%
"Feb 14, 2019",166.52,166.22,166.72,166.02,628.47K,0.22%
"Feb 13, 2019",166.16,166,166.24,165.86,531.26K,0.05%
"Feb 12, 2019",166.08,166.24,166.25,165.84,634.42K,-0.08%
"Feb 11, 2019",166.21,166.67,166.73,166.15,602.03K,-0.27%
"Feb 08, 2019",166.66,166.39,166.82,166.26,635.90K,0.16%
"Feb 07, 2019",166.4,165.57,166.45,165.52,896.17K,0.52%
"Feb 06, 2019",165.54,165.42,165.68,165.38,491.94K,0.08%
"Feb 05, 2019",165.4,165.41,165.51,164.94,623.59K,0.01%
"Feb 04, 2019",165.39,165.59,165.64,165.22,418.54K,-0.10%
"Feb 01, 2019",165.55,165.73,165.77,165.43,711.77K,-0.13%
"Jan 31, 2019",165.76,165.52,165.87,165.3,801.43K,0.19%
"Jan 30, 2019",165.44,165.22,165.53,164.99,571.07K,0.11%
"Jan 29, 2019",165.26,164.94,165.28,164.85,566.21K,0.23%
"Jan 28, 2019",164.88,165.19,165.3,164.69,647.82K,-0.19%
"Jan 25, 2019",165.19,165.37,165.43,164.96,603.23K,-0.15%
"Jan 24, 2019",165.44,164.67,165.53,164.59,890.97K,0.50%
"Jan 23, 2019",164.61,164.64,164.77,164.34,600.56K,-0.02%
"Jan 22, 2019",164.64,164.22,164.75,164.13,608.30K,0.29%
"Jan 21, 2019",164.17,164.2,164.3,164.04,272.11K,0.07%
"Jan 18, 2019",164.06,164.03,164.3,164,1.28M,0.02%
"Jan 17, 2019",164.03,164.72,164.89,163.85,881.01K,-0.40%
"Jan 16, 2019",164.69,164.85,164.9,164.36,638.53K,-0.02%
"Jan 15, 2019",164.73,164.6,164.98,164.38,706.55K,0.09%
"Jan 14, 2019",164.59,164.51,164.88,164.43,540.34K,0.09%
"Jan 11, 2019",164.45,164.23,164.64,164.16,563.19K,0.18%
"Jan 10, 2019",164.15,163.94,164.38,163.94,647.11K,0.15%
"Jan 09, 2019",163.9,163.75,164.11,163.49,656.38K,0.12%
"Jan 08, 2019",163.71,163.8,163.9,163.5,658.67K,-0.04%
"Jan 07, 2019",163.78,163.95,164.31,163.76,541.36K,-0.16%
"Jan 04, 2019",164.04,165.02,165.04,163.9,649.42K,-0.61%
"Jan 03, 2019",165.05,164.98,165.1,164.38,683.68K,0.10%
"Jan 02, 2019",164.89,163.68,164.94,163.58,713.33K,0.81%
"Dec 28, 2018",163.57,163.64,163.76,163.42,335.36K,0.01%
"Dec 27, 2018",163.56,163.15,163.79,163.15,334.72K,0.07%
"Dec 21, 2018",163.45,163.47,163.52,163.29,385.74K,-0.05%
"Dec 20, 2018",163.53,163.77,164.01,163.41,696.50K,-0.13%
"Dec 19, 2018",163.74,163.48,163.85,163.24,543.11K,0.20%
"Dec 18, 2018",163.42,163.29,163.54,163.22,482.97K,0.10%
"Dec 17, 2018",163.25,163.16,163.29,162.97,398.43K,0.02%
"Dec 14, 2018",163.22,162.86,163.29,162.81,554.18K,0.29%
"Dec 13, 2018",162.75,162.78,163.14,162.51,806.93K,-0.01%
"Dec 12, 2018",162.76,163.35,163.52,162.6,708.40K,-0.35%
"Dec 11, 2018",163.33,163.24,163.58,162.83,741.27K,0.09%
"Dec 10, 2018",163.18,163.49,163.64,162.99,671.10K,-0.12%
"Dec 07, 2018",163.37,163.24,163.45,162.93,619.94K,0.07%
"Dec 06, 2018",163.25,163.22,163.6,162.95,881.07K,0.24%
"Dec 05, 2018",162.86,163.12,163.33,162.83,874.50K,-0.18%
"Dec 04, 2018",163.15,162.74,163.31,162.51,1.56M,0.37%
"Dec 03, 2018",162.55,161.91,162.58,161.88,1.20M,0.12%
"Nov 30, 2018",162.35,161.32,162.35,161.27,358.80K,0.66%
"Nov 29, 2018",161.29,161.01,161.42,161.01,852.04K,0.27%
"Nov 28, 2018",160.85,160.98,161.18,160.83,880.82K,-0.11%
"Nov 27, 2018",161.03,160.93,161.2,160.82,649.68K,0.12%
"Nov 26, 2018",160.83,160.92,160.98,160.64,628.25K,-0.14%
"Nov 23, 2018",161.05,160.66,161.18,160.51,649.26K,0.22%
"Nov 22, 2018",160.7,160.68,160.87,160.53,436.79K,-0.01%
"Nov 21, 2018",160.72,160.7,160.78,160.48,627.42K,-0.08%
"Nov 20, 2018",160.85,160.61,161.04,160.55,777.05K,0.09%
"Nov 19, 2018",160.7,160.69,160.71,160.24,613.08K,-0.01%
"Nov 16, 2018",160.71,160.56,160.76,160.54,590.15K,0.04%
"Nov 15, 2018",160.64,160.13,160.91,160.07,1.05M,0.24%
"Nov 14, 2018",160.25,160.34,160.46,159.96,709.58K,-0.07%
"Nov 13, 2018",160.36,160.18,160.42,159.98,777.66K,0.07%
"Nov 12, 2018",160.25,159.95,160.44,159.93,497.50K,0.19%
"Nov 09, 2018",159.95,159.44,160.07,159.44,578.86K,0.37%
"Nov 08, 2018",159.36,159.3,159.51,159.19,535.80K,0.03%
"Nov 07, 2018",159.31,159.82,159.89,159.28,615.10K,-0.23%
"Nov 06, 2018",159.67,159.68,160.03,159.61,525.13K,-0.06%
"Nov 05, 2018",159.76,159.6,159.91,159.58,480.07K,0.14%
"Nov 02, 2018",159.54,159.71,159.81,159.46,658.08K,-0.31%
"Nov 01, 2018",160.03,160.2,160.27,159.76,649.79K,-0.14%
"Oct 31, 2018",160.26,160.18,160.37,160.01,660.23K,-0.01%
"Oct 30, 2018",160.28,160.33,160.56,159.96,752.80K,-0.11%
"Oct 29, 2018",160.46,160.64,160.78,160.06,729.93K,-0.11%
"Oct 26, 2018",160.64,160.37,160.89,160.23,865.94K,0.34%
"Oct 25, 2018",160.09,160.28,160.32,159.83,681.40K,-0.15%
"Oct 24, 2018",160.33,159.67,160.34,159.67,729.99K,0.43%
"Oct 23, 2018",159.65,159.54,159.98,159.43,765.60K,0.23%
"Oct 22, 2018",159.28,159.1,159.52,158.86,655.44K,0.01%
"Oct 19, 2018",159.26,159.76,160.08,159.09,1.04M,-0.35%
"Oct 18, 2018",159.82,158.89,159.94,158.82,832.96K,0.56%
"Oct 17, 2018",158.93,158.72,159.24,158.72,681.73K,0.11%
"Oct 16, 2018",158.76,158.48,158.8,158.34,578.94K,0.12%
"Oct 15, 2018",158.57,158.68,158.86,158.46,428.87K,0.01%
"Oct 12, 2018",158.56,158.17,158.74,157.95,584.15K,0.10%
"Oct 11, 2018",158.4,158.35,158.7,158.12,927.37K,0.18%
"Oct 10, 2018",158.12,158.09,158.15,157.45,759.65K,-0.01%
"Oct 09, 2018",158.13,157.94,158.18,157.61,880.49K,0.04%
"Oct 08, 2018",158.06,157.51,158.23,157.5,591.26K,0.31%
"Oct 05, 2018",157.57,158.04,158.12,157.34,848.35K,-0.32%
"Oct 04, 2018",158.07,158.05,158.47,157.75,1.04M,-0.19%
"Oct 03, 2018",158.37,159.14,159.46,158.21,840.41K,-0.75%
"Oct 02, 2018",159.57,159.09,159.77,159.06,901.21K,0.48%
"Oct 01, 2018",158.8,158.77,158.98,158.41,736.06K,-0.06%
"Sep 28, 2018",158.9,158.63,159.18,158.44,1.05M,0.27%
"Sep 27, 2018",158.47,158.58,158.78,158.02,861.14K,0.01%
"Sep 26, 2018",158.46,157.95,158.48,157.9,518.05K,0.34%
"Sep 25, 2018",157.92,158.1,158.19,157.77,783.45K,-0.23%
"Sep 24, 2018",158.29,159.02,159.14,158.26,745.99K,-0.48%
"Sep 21, 2018",159.06,158.73,159.09,158.71,530.18K,0.13%
"Sep 20, 2018",158.86,158.71,158.92,158.4,734.23K,0.15%
"Sep 19, 2018",158.62,158.69,158.86,158.44,704.10K,-0.04%
"Sep 18, 2018",158.68,159.09,159.26,158.66,650.23K,-0.26%
"Sep 17, 2018",159.09,159.26,159.29,158.85,489.77K,-0.09%
"Sep 14, 2018",159.24,159.52,159.54,159.01,558.07K,-0.14%
"Sep 13, 2018",159.47,159.71,159.78,159.27,676.49K,-0.10%
"Sep 12, 2018",159.63,159.36,159.79,159.36,669.39K,0.19%
"Sep 11, 2018",159.33,159.63,159.67,159.24,612.07K,-0.26%
"Sep 10, 2018",159.74,159.94,160.1,159.53,607.67K,-0.13%
"Sep 07, 2018",159.95,160.41,160.43,159.84,568.74K,-0.26%
"Sep 06, 2018",160.36,159.96,160.47,159.92,684.38K,0.24%
"Sep 05, 2018",159.98,160.38,160.51,159.76,1.21M,-0.26%
"Sep 04, 2018",160.4,160.64,160.67,160.29,1.29M,-0.21%
"Sep 03, 2018",160.73,160.64,160.97,160.54,1.04M,0.06%
"Aug 31, 2018",160.63,162.94,163.31,160.63,599.50K,-1.42%
"Aug 30, 2018",162.95,162.25,163.08,162.13,865.70K,0.44%
"Aug 29, 2018",162.24,162.58,162.67,162.11,708.02K,-0.18%
"Aug 28, 2018",162.53,162.67,162.86,162.36,815.85K,-0.09%
"Aug 27, 2018",162.67,163.14,163.35,162.56,391.91K,-0.28%
"Aug 24, 2018",163.13,162.99,163.15,162.84,500.67K,0.00%
"Aug 23, 2018",163.13,163.22,163.22,162.93,454.72K,-0.04%
"Aug 22, 2018",163.2,163.4,163.44,162.92,597.13K,-0.06%
"Aug 21, 2018",163.29,163.6,163.7,163.17,469.57K,-0.23%
"Aug 20, 2018",163.67,163.64,163.73,163.43,354.62K,0.07%
"Aug 17, 2018",163.56,163.52,163.85,163.43,435.26K,0.03%
"Aug 16, 2018",163.51,163.4,163.66,163.37,402.82K,-0.03%
"Aug 15, 2018",163.56,163.31,163.82,163.12,506.86K,0.21%
"Aug 14, 2018",163.21,163.32,163.34,163.13,434.95K,-0.16%
"Aug 13, 2018",163.47,163.4,163.59,163.23,647.39K,0.09%
"Aug 10, 2018",163.32,162.78,163.45,162.76,754.29K,0.46%
"Aug 09, 2018",162.58,162.25,162.62,162.23,445.90K,0.25%
"Aug 08, 2018",162.17,162.07,162.27,161.97,347.53K,0.09%
"Aug 07, 2018",162.02,162.24,162.38,161.98,341.62K,-0.14%
"Aug 06, 2018",162.25,162,162.38,161.84,352.12K,0.12%
"Aug 03, 2018",162.05,161.45,162.12,161.45,668.42K,0.40%
"Aug 02, 2018",161.4,161.19,161.53,161.05,679.54K,0.23%
"Aug 01, 2018",161.03,161.32,161.38,160.87,690.87K,-0.35%
"Jul 31, 2018",161.59,161.98,162.04,161.41,692.91K,-0.01%
"Jul 30, 2018",161.61,162.08,162.29,161.34,631.43K,-0.32%
"Jul 27, 2018",162.13,162.06,162.23,161.98,450.08K,0.09%
"Jul 26, 2018",161.99,161.89,162.37,161.89,546.25K,-0.02%
"Jul 25, 2018",162.02,162.37,162.46,161.9,441.50K,-0.15%
"Jul 24, 2018",162.27,162.04,162.33,161.84,536.47K,0.18%
"Jul 23, 2018",161.98,162.41,162.53,161.97,570.47K,-0.30%
"Jul 20, 2018",162.46,163.13,163.37,162.45,596.60K,-0.42%
"Jul 19, 2018",163.14,162.78,163.21,162.71,457.41K,0.20%
"Jul 18, 2018",162.82,162.77,163.18,162.76,429.74K,0.03%
"Jul 17, 2018",162.77,162.63,162.9,162.59,365.31K,0.04%
"Jul 16, 2018",162.7,162.92,162.97,162.46,388.74K,-0.15%
"Jul 13, 2018",162.95,162.67,163.2,162.67,452.73K,0.17%
"Jul 12, 2018",162.68,162.51,162.81,162.45,412.72K,0.02%
"Jul 11, 2018",162.64,162.65,162.79,162.42,547.38K,0.15%
"Jul 10, 2018",162.4,162.54,162.56,162.26,488.69K,-0.09%
"Jul 09, 2018",162.55,162.68,162.72,162.37,406.31K,-0.14%
"Jul 06, 2018",162.78,162.5,162.88,162.49,428.97K,0.12%
"Jul 05, 2018",162.59,162.34,162.76,162.08,608.84K,0.09%
"Jul 04, 2018",162.44,162.63,162.85,162.38,316.43K,-0.17%
"Jul 03, 2018",162.72,162.41,162.81,162.22,504.75K,0.16%
"Jul 02, 2018",162.46,162.61,162.86,162.45,460.78K,0.02%
"Jun 29, 2018",162.42,162.06,162.65,161.87,699.21K,0.07%
"Jun 28, 2018",162.3,162.39,162.65,162.19,512.92K,-0.09%
"Jun 27, 2018",162.44,162.12,162.52,162.02,607.01K,0.24%
"Jun 26, 2018",162.05,162.06,162.35,161.77,598.11K,-0.05%
"Jun 25, 2018",162.13,162.37,162.55,162.02,510.18K,-0.01%
"Jun 22, 2018",162.14,162.13,162.21,161.81,536.05K,-0.05%
"Jun 21, 2018",162.22,161.32,162.3,161.32,977.02K,0.56%
"Jun 20, 2018",161.32,161.39,161.68,161.31,521.73K,-0.11%
"Jun 19, 2018",161.5,161.62,161.85,161.48,721.42K,0.24%
"Jun 18, 2018",161.11,161.16,161.39,161.04,456.23K,0.07%
"Jun 15, 2018",161,160.82,161.52,160.76,792.24K,0.09%
"Jun 14, 2018",160.85,160.04,160.85,159.51,953.59K,0.66%
"Jun 13, 2018",159.8,159.76,160.21,159.64,620.45K,-0.03%
"Jun 12, 2018",159.85,159.72,159.92,159.4,634.99K,0.01%
"Jun 11, 2018",159.84,160,160.19,159.56,623.12K,-0.29%
"Jun 08, 2018",160.31,160.28,161.07,160.19,959.96K,0.07%
"Jun 07, 2018",160.19,159.98,160.41,159.4,1.00M,0.15%
"Jun 06, 2018",159.95,161.05,161.3,159.84,1.52M,-0.76%
"Jun 05, 2018",161.18,160.8,161.63,160.8,1.47M,0.31%
"Jun 04, 2018",160.68,161.16,161.29,160.68,1.20M,-0.37%
"Jun 01, 2018",161.27,161.64,161.8,161.04,451.06K,-0.30%
"May 31, 2018",161.75,161.74,162.2,160.96,1.47M,-0.05%
"May 30, 2018",161.83,162.85,162.87,161.44,1.63M,-0.91%
"May 29, 2018",163.31,161.83,164.05,161.82,1.72M,0.83%
"May 28, 2018",161.97,160.49,161.98,160.31,857.65K,0.50%
"May 25, 2018",161.17,160.08,161.31,160.06,1.33M,0.64%
"May 24, 2018",160.14,159.72,160.28,159.33,1.06M,0.29%
"May 23, 2018",159.67,159.11,159.81,159.08,1.20M,0.38%
"May 22, 2018",159.06,159.4,159.42,158.75,958.51K,-0.21%
"May 21, 2018",159.39,158.66,159.49,158.63,803.28K,0.37%
"May 18, 2018",158.8,157.84,158.82,157.84,777.69K,0.62%
"May 17, 2018",157.82,157.95,158.37,157.73,905.26K,-0.17%
"May 16, 2018",158.09,157.86,158.49,157.86,1.09M,0.15%
"May 15, 2018",157.85,158.13,158.17,157.62,832.07K,-0.27%
"May 14, 2018",158.27,158.95,159.01,158.14,747.33K,-0.41%
"May 11, 2018",158.92,158.94,159.13,158.8,421.37K,0.01%
"May 10, 2018",158.9,158.89,159.25,158.81,572.67K,0.06%
"May 09, 2018",158.8,158.75,158.89,158.53,585.28K,-0.07%
"May 08, 2018",158.91,159.26,159.28,158.77,547.05K,-0.22%
"May 07, 2018",159.26,159.09,159.42,159.09,254.13K,0.05%
"May 04, 2018",159.18,159.15,159.38,159.05,626.75K,0.01%
"May 03, 2018",159.17,158.61,159.34,158.44,894.94K,0.35%
"May 02, 2018",158.61,158.66,158.68,158.46,612.13K,-0.13%
"Apr 30, 2018",158.81,158.63,158.91,158.4,606.83K,0.13%
"Apr 27, 2018",158.6,158.43,158.75,158.38,647.94K,0.16%
"Apr 26, 2018",158.34,157.8,158.44,157.74,752.36K,0.36%
"Apr 25, 2018",157.77,157.83,157.84,157.46,741.00K,-0.09%
"Apr 24, 2018",157.91,157.86,158.03,157.44,759.49K,0.05%
"Apr 23, 2018",157.83,157.93,157.97,157.64,861.85K,-0.06%
"Apr 20, 2018",157.93,158.29,158.38,157.91,744.54K,-0.23%
"Apr 19, 2018",158.3,158.98,159,158.07,1.09M,-0.45%
"Apr 18, 2018",159.01,159.31,159.53,158.96,753.07K,-0.24%
"Apr 17, 2018",159.39,159.1,159.44,158.95,584.95K,0.14%
"Apr 16, 2018",159.16,159.25,159.25,158.75,622.22K,-0.09%
"Apr 13, 2018",159.31,159.3,159.36,158.97,600.21K,0.04%
"Apr 12, 2018",159.25,159.42,159.51,159.16,659.30K,-0.07%
"Apr 11, 2018",159.36,159.2,159.64,159.18,665.49K,0.13%
"Apr 10, 2018",159.15,159.34,159.58,159.01,877.26K,-0.19%
"Apr 09, 2018",159.46,159.41,159.48,159.24,487.94K,-0.07%
"Apr 06, 2018",159.57,159.24,159.57,159.15,531.41K,0.31%
"Apr 05, 2018",159.08,159.23,159.25,158.9,720.30K,-0.13%
"Apr 04, 2018",159.29,159.25,159.65,159.23,705.99K,0.07%
"Apr 03, 2018",159.18,159.59,159.59,159.08,702.62K,-0.11%
"Mar 29, 2018",159.36,159.25,159.48,159.14,578.41K,0.11%
"Mar 28, 2018",159.18,159.31,159.67,159.12,824.21K,-0.13%
"Mar 27, 2018",159.38,158.92,159.4,158.84,733.47K,0.38%
"Mar 26, 2018",158.77,158.82,158.94,158.59,539.22K,-0.14%
"Mar 23, 2018",159,158.91,159.01,158.56,714.82K,0.12%
"Mar 22, 2018",158.81,158.12,158.99,158.09,948.82K,0.52%
"Mar 21, 2018",157.99,157.98,158.05,157.76,490.66K,0.05%
"Mar 20, 2018",157.91,158.1,158.14,157.91,501.56K,-0.14%
"Mar 19, 2018",158.13,158.18,158.29,157.68,655.36K,-0.03%
"Mar 16, 2018",158.18,158.23,158.35,157.99,466.02K,0.04%
"Mar 15, 2018",158.12,157.88,158.23,157.82,606.43K,0.17%
"Mar 14, 2018",157.85,157.62,157.96,157.35,674.07K,0.16%
"Mar 13, 2018",157.59,157.29,157.59,157.18,682.43K,0.17%
"Mar 12, 2018",157.32,156.97,157.36,156.93,440.19K,0.17%
"Mar 09, 2018",157.05,157.18,157.24,156.9,527.88K,-0.10%
"Mar 08, 2018",157.21,156.73,157.36,156.3,814.86K,0.35%
"Mar 07, 2018",156.66,156.74,156.99,156.59,936.50K,0.10%
"Mar 06, 2018",156.5,156.81,157.04,156.24,1.39M,-0.19%
"Mar 05, 2018",156.8,157.46,157.68,156.72,1.06M,-0.09%
"Mar 02, 2018",156.94,159.83,160.2,156.94,367.17K,-1.95%
"Mar 01, 2018",160.06,159.52,160.09,159.49,959.07K,0.36%
"Feb 28, 2018",159.48,159.21,159.51,159.05,701.49K,0.14%
"Feb 27, 2018",159.26,159.41,159.49,159.06,813.66K,-0.07%
"Feb 26, 2018",159.37,159.61,159.66,159.26,678.75K,-0.10%
"Feb 23, 2018",159.53,158.74,159.65,158.71,777.96K,0.54%
"Feb 22, 2018",158.68,158.22,158.84,158.19,630.34K,0.28%
"Feb 21, 2018",158.23,158.42,158.84,158.17,675.67K,-0.09%
"Feb 20, 2018",158.38,158.17,158.55,157.91,614.79K,0.06%
"Feb 19, 2018",158.29,158.5,158.52,158.18,338.58K,-0.11%
"Feb 16, 2018",158.47,157.75,158.78,157.67,575.90K,0.45%
"Feb 15, 2018",157.76,157.71,157.99,157.42,720.05K,0.04%
"Feb 14, 2018",157.7,158.23,158.35,157.68,782.15K,-0.33%
"Feb 13, 2018",158.23,158,158.42,157.96,664.40K,0.16%
"Feb 12, 2018",157.97,157.78,158.15,157.56,636.37K,-0.03%
"Feb 09, 2018",158.01,157.98,158.63,157.72,920.81K,-0.07%
"Feb 08, 2018",158.12,157.94,158.23,157.27,1.16M,0.06%
"Feb 07, 2018",158.02,158.64,158.9,157.92,928.91K,-0.31%
"Feb 06, 2018",158.51,158.92,159.21,158.51,1.27M,-0.33%
"Feb 05, 2018",159.04,157.67,159.27,157.66,871.67K,0.68%
"Feb 02, 2018",157.96,158.19,158.36,157.73,1.03M,-0.13%
"Feb 01, 2018",158.16,158.63,158.78,158.15,1.08M,-0.33%
"Jan 31, 2018",158.69,159.04,159.32,158.56,917.38K,-0.09%
"Jan 30, 2018",158.83,158.79,159.18,158.79,840.36K,-0.09%
"Jan 29, 2018",158.98,159.47,159.63,158.67,1.02M,-0.51%
"Jan 26, 2018",159.8,160.14,160.35,159.74,751.02K,-0.30%
"Jan 25, 2018",160.28,160.62,160.73,159.67,1.01M,-0.17%
"Jan 24, 2018",160.55,160.84,160.84,160.33,675.76K,-0.17%
"Jan 23, 2018",160.82,160.72,161.11,160.69,605.82K,0.16%
"Jan 22, 2018",160.57,160.58,160.8,160.39,432.96K,0.01%
"Jan 19, 2018",160.56,160.41,160.81,160.33,530.11K,0.04%
"Jan 18, 2018",160.49,160.61,160.69,160.31,613.31K,-0.12%
"Jan 17, 2018",160.69,160.82,160.96,160.65,514.18K,-0.09%
"Jan 16, 2018",160.83,160.45,160.96,160.43,632.57K,0.24%
"Jan 15, 2018",160.45,160.53,160.75,160.31,328.10K,-0.06%
"Jan 12, 2018",160.54,160.42,160.63,160.12,781.17K,0.02%
"Jan 11, 2018",160.5,161.37,161.54,160.28,1.06M,-0.51%
"Jan 10, 2018",161.32,160.98,161.37,160.95,870.62K,0.07%
"Jan 09, 2018",161.2,161.61,162,161.2,719.57K,-0.35%
"Jan 08, 2018",161.76,161.61,162.03,161.39,454.69K,0.09%
"Jan 05, 2018",161.62,161.67,161.83,161.52,467.09K,-0.04%
"Jan 04, 2018",161.68,161.45,161.74,161.27,640.61K,0.09%
"Jan 03, 2018",161.53,161.23,161.81,161.21,604.24K,0.12%
"Jan 02, 2018",161.33,161.7,161.73,161.18,485.60K,-0.28%
"Dec 29, 2017",161.78,161.72,161.86,161.48,250.04K,0.06%
