Date,Price,Open,High,Low,Vol.,Change %
"Jul 13, 2016",167.22,166.75,167.35,166.64,612.64K,0.47%
"Jul 12, 2016",166.43,167.44,167.46,166.33,715.77K,-0.63%
"Jul 11, 2016",167.48,167.83,168.05,167.45,412.67K,-0.32%
"Jul 08, 2016",168.02,167.69,168.05,167.39,485.66K,0.26%
"Jul 07, 2016",167.59,167.77,167.77,167.25,556.05K,-0.10%
"Jul 06, 2016",167.75,167.96,168.13,167.59,612.86K,-0.09%
"Jul 05, 2016",167.9,167.24,167.97,167.23,500.98K,0.42%
"Jul 04, 2016",167.19,167.05,167.24,166.73,235.83K,0.07%
"Jul 01, 2016",167.07,166.3,167.25,166.15,646.63K,0.72%
"Jun 30, 2016",165.88,166.77,167.32,165.57,852.13K,-0.48%
"Jun 29, 2016",166.68,166.82,167.11,166.64,522.74K,-0.08%
"Jun 28, 2016",166.82,166.67,166.9,166.27,530.22K,-0.02%
"Jun 27, 2016",166.86,166.2,166.92,166.14,621.56K,0.75%
"Jun 24, 2016",165.62,167.77,167.77,165.59,881.76K,1.20%
"Jun 23, 2016",163.65,164.26,164.59,163.55,733.79K,-0.56%
"Jun 22, 2016",164.57,164.32,164.66,164.19,500.13K,0.18%
"Jun 21, 2016",164.27,164.39,164.59,164.1,532.51K,-0.05%
"Jun 20, 2016",164.35,164.52,164.7,164.16,606.94K,-0.39%
"Jun 17, 2016",165,165.04,165.26,164.71,604.69K,-0.17%
"Jun 16, 2016",165.28,165.49,165.66,165.08,610.97K,-0.04%
"Jun 15, 2016",165.34,165.04,165.39,164.89,604.74K,0.15%
"Jun 14, 2016",165.09,164.83,165.6,164.73,787.78K,0.19%
"Jun 13, 2016",164.77,164.88,164.94,164.62,555.90K,-0.03%
"Jun 10, 2016",164.82,164.67,164.98,164.56,543.87K,0.10%
"Jun 09, 2016",164.66,164.49,164.8,164.44,561.87K,0.19%
"Jun 08, 2016",164.35,164.36,164.67,164.16,582.03K,-0.01%
"Jun 07, 2016",164.37,163.98,164.51,163.85,1.03M,0.24%
"Jun 06, 2016",163.97,164.13,164.19,163.88,892.83K,-0.74%
"Jun 03, 2016",165.2,164.41,165.23,164.4,1.31M,0.45%
"Jun 02, 2016",164.46,164.18,164.58,163.89,1.18M,0.23%
"Jun 01, 2016",164.08,164.15,164.42,164.06,884.87K,0.02%
"May 31, 2016",164.04,163.69,164.21,163.4,771.36K,0.22%
"May 30, 2016",163.68,163.96,163.96,163.53,219.42K,-0.18%
"May 27, 2016",163.97,164.09,164.36,163.91,494.31K,-0.04%
"May 26, 2016",164.04,163.9,164.19,163.57,555.95K,0.18%
"May 25, 2016",163.74,163.51,163.95,163.15,730.56K,0.12%
"May 24, 2016",163.55,163.67,163.76,163.41,582.22K,-0.01%
"May 23, 2016",163.57,163.64,164.06,163.36,631.38K,-0.04%
"May 20, 2016",163.63,163.67,163.74,163.34,463.96K,0.02%
"May 19, 2016",163.59,163.12,163.71,163.08,743.62K,0.18%
"May 18, 2016",163.29,163.92,163.95,163.17,714.36K,-0.40%
"May 17, 2016",163.95,163.83,164.16,163.52,595.71K,0.04%
"May 16, 2016",163.88,164.22,164.25,163.76,311.41K,-0.24%
"May 13, 2016",164.28,163.94,164.29,163.78,520.18K,0.31%
"May 12, 2016",163.78,164.22,164.47,163.65,737.59K,-0.29%
"May 11, 2016",164.25,164.21,164.35,163.99,562.60K,0.04%
"May 10, 2016",164.19,164.09,164.35,163.86,674.34K,0.08%
"May 09, 2016",164.06,163.54,164.14,163.51,610.39K,0.28%
"May 06, 2016",163.61,163.79,163.91,163.44,597.66K,-0.13%
"May 05, 2016",163.83,162.95,163.85,162.74,546.27K,0.48%
"May 04, 2016",163.05,162.87,163.08,162.68,736.79K,0.09%
"May 03, 2016",162.9,162.08,163.11,161.91,830.40K,0.62%
"May 02, 2016",161.9,162.07,162.39,161.86,299.16K,-0.05%
"Apr 29, 2016",161.98,162.48,162.59,161.57,868.17K,-0.29%
"Apr 28, 2016",162.45,162.32,162.79,162.22,829.15K,0.19%
"Apr 27, 2016",162.14,161.69,162.15,161.54,614.21K,0.37%
"Apr 26, 2016",161.54,162.23,162.29,161.46,733.12K,-0.35%
"Apr 25, 2016",162.1,162.69,162.79,161.91,722.56K,-0.30%
"Apr 22, 2016",162.59,162.61,162.66,162.36,550.98K,0.02%
"Apr 21, 2016",162.55,163.24,163.33,162.36,984.56K,-0.43%
"Apr 20, 2016",163.25,163.5,163.74,163.21,551.67K,-0.04%
"Apr 19, 2016",163.32,163.36,163.59,163.09,658.31K,-0.10%
"Apr 18, 2016",163.49,164.05,164.14,163.36,589.30K,-0.21%
"Apr 15, 2016",163.84,163.34,163.99,163.34,471.13K,0.31%
"Apr 14, 2016",163.34,163.86,163.98,163.19,659.50K,-0.35%
"Apr 13, 2016",163.91,163.26,163.95,163.26,649.92K,0.36%
"Apr 12, 2016",163.33,163.98,163.99,163.25,811.36K,-0.45%
"Apr 11, 2016",164.07,164.35,164.58,163.74,635.44K,-0.16%
"Apr 08, 2016",164.33,164.24,164.38,164.07,409.24K,-0.04%
"Apr 07, 2016",164.39,163.94,164.43,163.84,662.49K,0.27%
"Apr 06, 2016",163.95,164.09,164.27,163.72,617.48K,-0.20%
"Apr 05, 2016",164.28,163.9,164.41,163.88,689.53K,0.32%
"Apr 04, 2016",163.75,163.81,163.81,163.44,450.58K,0.01%
"Apr 01, 2016",163.73,163.4,163.79,163.26,554.37K,0.13%
"Mar 31, 2016",163.52,163.58,163.62,163.03,590.96K,-0.02%
"Mar 30, 2016",163.55,163.71,163.82,163.13,540.37K,-0.15%
"Mar 29, 2016",163.79,163.12,163.83,163.09,459.48K,0.46%
"Mar 24, 2016",163.04,162.94,163.31,162.82,434.32K,0.12%
"Mar 23, 2016",162.85,162.39,162.93,162.23,499.14K,0.31%
"Mar 22, 2016",162.34,162.47,163.03,162.3,594.14K,-0.05%
"Mar 21, 2016",162.42,162.62,162.99,162.22,546.62K,-0.12%
"Mar 18, 2016",162.61,162.58,162.8,162.35,463.33K,0.12%
"Mar 17, 2016",162.42,162.04,162.47,161.9,673.96K,0.40%
"Mar 16, 2016",161.77,161.23,161.8,161.14,672.87K,0.40%
"Mar 15, 2016",161.12,161.49,161.76,161.02,581.60K,-0.12%
"Mar 14, 2016",161.32,161.71,162.19,161.26,537.49K,-0.25%
"Mar 11, 2016",161.72,161.08,161.95,161.04,667.40K,0.31%
"Mar 10, 2016",161.22,162.18,163.37,160.89,1.17M,-0.54%
"Mar 09, 2016",162.1,162.57,162.81,161.94,638.89K,-0.44%
"Mar 08, 2016",162.82,162.64,163.28,162.64,728.58K,0.26%
"Mar 07, 2016",162.4,165.18,165.42,162.33,859.17K,-1.65%
"Mar 04, 2016",165.12,165.68,165.73,164.77,1.09M,-0.34%
"Mar 03, 2016",165.69,164.99,165.85,164.74,1.23M,0.33%
"Mar 02, 2016",165.14,165.82,165.82,165.04,1.27M,-0.46%
"Mar 01, 2016",165.9,166.54,166.57,165.8,917.76K,-0.38%
"Feb 29, 2016",166.54,166.1,166.62,165.94,716.20K,0.33%
"Feb 26, 2016",165.99,166.08,166.13,165.8,527.07K,-0.08%
"Feb 25, 2016",166.12,165.69,166.24,165.6,606.73K,0.28%
"Feb 24, 2016",165.66,165.56,166.21,165.51,805.44K,0.08%
"Feb 23, 2016",165.53,165.46,165.55,164.76,745.19K,0.06%
"Feb 22, 2016",165.43,164.98,165.55,164.91,442.90K,0.22%
"Feb 19, 2016",165.06,165.14,165.46,164.87,673.65K,-0.07%
"Feb 18, 2016",165.18,164.35,165.2,164.25,674.53K,0.50%
"Feb 17, 2016",164.36,164.52,164.64,164.02,656.45K,0.00%
"Feb 16, 2016",164.36,164.51,164.67,164.13,694.81K,-0.22%
"Feb 15, 2016",164.73,164.07,164.85,163.82,439.56K,0.29%
"Feb 12, 2016",164.26,164.88,165.21,164.16,714.90K,-0.53%
"Feb 11, 2016",165.14,164.93,166.08,164.92,1.08M,0.22%
"Feb 10, 2016",164.78,164.7,164.78,164.18,724.61K,0.11%
"Feb 09, 2016",164.6,165.08,165.22,164.12,1.03M,-0.19%
"Feb 08, 2016",164.91,163.79,165.05,163.73,873.86K,0.59%
"Feb 05, 2016",163.94,163.83,164.02,163.32,712.39K,0.14%
"Feb 04, 2016",163.71,163.76,163.85,163.27,817.62K,-0.07%
"Feb 03, 2016",163.82,163.64,164.21,163.29,867.95K,0.04%
"Feb 02, 2016",163.76,163.26,163.76,163.16,715.65K,0.42%
"Feb 01, 2016",163.07,163.41,163.75,162.89,706.48K,-0.20%
"Jan 29, 2016",163.4,162.78,163.51,162.72,948.54K,0.58%
"Jan 28, 2016",162.46,162.08,162.7,161.93,810.75K,0.13%
"Jan 27, 2016",162.25,161.88,162.25,161.62,631.77K,0.26%
"Jan 26, 2016",161.83,161.7,162.02,161.55,658.06K,0.17%
"Jan 25, 2016",161.55,161.21,161.55,161.15,438.49K,0.17%
"Jan 22, 2016",161.27,161.44,161.6,161.03,629.14K,-0.22%
"Jan 21, 2016",161.62,160.88,161.9,160.83,786.83K,0.45%
"Jan 20, 2016",160.9,160.62,161.32,160.61,947.23K,0.41%
"Jan 19, 2016",160.24,160.19,160.38,159.88,575.91K,-0.07%
"Jan 18, 2016",160.35,160.13,160.41,159.97,338.45K,0.04%
"Jan 15, 2016",160.28,159.96,160.5,159.85,755.91K,0.33%
"Jan 14, 2016",159.75,159.88,160.31,159.53,764.45K,-0.16%
"Jan 13, 2016",160.01,159.35,160.12,159.13,729.32K,0.37%
"Jan 12, 2016",159.42,159.31,159.66,158.72,721.68K,0.16%
"Jan 11, 2016",159.17,159.71,159.75,159.16,524.36K,-0.40%
"Jan 08, 2016",159.81,159.32,159.85,159.13,549.42K,0.23%
"Jan 07, 2016",159.45,159.88,160.18,159.06,779.35K,-0.14%
"Jan 06, 2016",159.67,159.22,159.91,159.18,504.84K,0.36%
"Jan 05, 2016",159.09,158.51,159.25,158.48,501.29K,0.30%
"Jan 04, 2016",158.61,158.45,158.94,158.42,452.96K,0.39%
"Dec 30, 2015",158,157.76,158.21,157.66,256.67K,0.16%
"Dec 29, 2015",157.74,158.81,158.81,157.53,275.44K,-0.65%
"Dec 28, 2015",158.77,158.1,158.99,157.91,171.65K,0.49%
"Dec 23, 2015",158,158.53,158.55,157.81,214.51K,-0.26%
"Dec 22, 2015",158.41,158.97,159.06,158.26,307.79K,-0.39%
"Dec 21, 2015",159.03,158.93,159.25,158.59,277.41K,-0.01%
"Dec 18, 2015",159.05,158.59,159.2,158.51,436.13K,0.39%
"Dec 17, 2015",158.44,157.56,158.48,157.54,551.67K,0.69%
"Dec 16, 2015",157.36,157.66,157.92,156.91,466.29K,-0.21%
"Dec 15, 2015",157.69,158.64,158.7,157.35,723.02K,-0.58%
"Dec 14, 2015",158.61,159.04,159.2,158.52,549.57K,-0.42%
"Dec 11, 2015",159.28,158.58,159.34,158.58,462.03K,0.47%
"Dec 10, 2015",158.53,158.55,158.95,158.38,440.38K,-0.03%
"Dec 09, 2015",158.57,158.75,158.82,158.15,508.02K,-0.13%
"Dec 08, 2015",158.77,158.4,158.92,158.23,531.87K,0.21%
"Dec 07, 2015",158.44,157.23,158.67,157.21,847.35K,0.83%
"Dec 04, 2015",157.13,155.51,157.13,155.08,935.60K,1.17%
"Dec 03, 2015",155.31,158.33,158.63,155.18,1.55M,-1.92%
"Dec 02, 2015",158.35,158.44,158.71,158.25,1.16M,-0.09%
"Dec 01, 2015",158.5,158.23,158.57,157.74,939.37K,0.13%
"Nov 30, 2015",158.29,158.48,158.52,158.16,599.57K,-0.10%
"Nov 27, 2015",158.45,158.44,158.77,158.33,499.66K,0.08%
"Nov 26, 2015",158.33,158.23,158.47,158.16,284.17K,0.06%
"Nov 25, 2015",158.24,157.68,158.33,157.53,674.57K,0.34%
"Nov 24, 2015",157.7,157.64,157.99,157.45,700.49K,0.06%
"Nov 23, 2015",157.61,157.91,157.97,157.16,695.28K,-0.22%
"Nov 20, 2015",157.96,157.95,158.18,157.79,485.67K,-0.02%
"Nov 19, 2015",157.99,157.79,158.1,157.65,584.60K,0.14%
"Nov 18, 2015",157.77,157.6,157.83,157.35,608.23K,0.08%
"Nov 17, 2015",157.64,157.24,157.71,157.19,512.93K,0.24%
"Nov 16, 2015",157.26,157.17,157.39,156.79,572.72K,0.13%
"Nov 13, 2015",157.05,156.34,157.09,156.33,604.44K,0.43%
"Nov 12, 2015",156.38,156.25,156.61,156.18,564.24K,0.01%
"Nov 11, 2015",156.37,156.07,156.6,155.94,551.19K,0.17%
"Nov 10, 2015",156.1,155.67,156.2,155.47,714.82K,0.31%
"Nov 09, 2015",155.61,155.18,155.67,154.82,813.55K,0.23%
"Nov 06, 2015",155.25,156.32,156.5,155.04,881.78K,-0.66%
"Nov 05, 2015",156.28,156.39,156.62,156.12,720.79K,-0.07%
"Nov 04, 2015",156.39,156.63,156.93,156.22,649.96K,-0.10%
"Nov 03, 2015",156.55,156.77,157.06,156.44,495.36K,-0.11%
"Nov 02, 2015",156.73,157.41,157.44,156.52,600.09K,-0.38%
"Oct 30, 2015",157.32,157.21,157.54,156.97,637.66K,0.12%
"Oct 29, 2015",157.13,158.04,158.22,157.01,740.37K,-0.52%
"Oct 28, 2015",157.95,158.31,158.58,157.93,592.81K,-0.20%
"Oct 27, 2015",158.26,157.63,158.37,157.63,556.81K,0.42%
"Oct 26, 2015",157.6,157.45,157.72,157.4,344.43K,0.09%
"Oct 23, 2015",157.46,157.54,157.78,157.21,585.49K,-0.08%
"Oct 22, 2015",157.59,156.62,157.72,156.43,675.96K,0.62%
"Oct 21, 2015",156.62,155.77,156.68,155.73,567.36K,0.53%
"Oct 20, 2015",155.8,156.85,156.88,155.72,702.41K,-0.59%
"Oct 19, 2015",156.73,156.82,156.91,156.46,446.54K,-0.09%
"Oct 16, 2015",156.87,156.71,157.08,156.7,403.36K,0.13%
"Oct 15, 2015",156.66,156.83,157.11,156.65,476.77K,-0.21%
"Oct 14, 2015",156.99,156.41,157,156.41,561.79K,0.37%
"Oct 13, 2015",156.41,156.41,156.7,156.12,536.13K,0.01%
"Oct 12, 2015",156.39,156,156.47,155.84,272.32K,0.26%
"Oct 09, 2015",155.99,156.11,156.27,155.78,473.36K,-0.09%
"Oct 08, 2015",156.13,156.42,156.74,156,524.39K,-0.01%
"Oct 07, 2015",156.15,156.12,156.3,155.75,615.49K,-0.06%
"Oct 06, 2015",156.25,156.63,156.67,155.92,615.33K,-0.12%
"Oct 05, 2015",156.44,157.15,157.22,156.44,503.82K,-0.45%
"Oct 02, 2015",157.15,156.65,157.65,156.44,751.89K,0.25%
"Oct 01, 2015",156.76,156.05,156.96,155.94,730.44K,0.33%
"Sep 30, 2015",156.24,156.12,156.27,155.86,589.95K,-0.05%
"Sep 29, 2015",156.32,156.43,156.46,155.88,637.69K,0.04%
"Sep 28, 2015",156.26,155.69,156.29,155.43,534.34K,0.47%
"Sep 25, 2015",155.53,155.67,155.82,155.15,620.30K,-0.20%
"Sep 24, 2015",155.84,156.14,156.44,155.76,697.70K,-0.08%
"Sep 23, 2015",155.97,156.21,156.25,155.73,495.25K,-0.02%
"Sep 22, 2015",156,154.95,156.18,154.89,717.88K,0.70%
"Sep 21, 2015",154.92,155.23,155.25,154.76,419.84K,-0.32%
"Sep 18, 2015",155.41,154.77,155.42,154.65,736.02K,0.48%
"Sep 17, 2015",154.66,153.69,154.69,153.61,453.94K,0.61%
"Sep 16, 2015",153.72,153.82,154.2,153.52,716.70K,-0.10%
"Sep 15, 2015",153.87,155.29,155.33,153.77,656.79K,-0.86%
"Sep 14, 2015",155.21,155.19,155.49,155,342.09K,0.04%
"Sep 11, 2015",155.15,154.82,155.29,154.72,415.30K,0.25%
"Sep 10, 2015",154.76,154.83,155.04,154.55,480.27K,-0.09%
"Sep 09, 2015",154.9,154.47,154.95,154.32,548.04K,0.15%
"Sep 08, 2015",154.67,154.91,155,154.54,489.90K,-0.12%
"Sep 07, 2015",154.85,154.89,155.13,154.6,483.97K,-0.18%
"Sep 04, 2015",155.13,154.33,155.13,154.12,862.47K,0.69%
"Sep 03, 2015",154.06,153.16,154.08,153.06,1.20M,0.63%
"Sep 02, 2015",153.1,153,153.35,152.77,1.12M,0.09%
"Sep 01, 2015",152.96,153.08,153.35,152.69,1.06M,0.20%
"Aug 31, 2015",152.66,153.72,154,152.66,401.97K,-0.67%
"Aug 28, 2015",153.69,153.82,154.35,153.52,531.73K,0.01%
"Aug 27, 2015",153.67,153.89,154.12,153.62,525.61K,0.05%
"Aug 26, 2015",153.6,153.67,154.51,153.54,906.05K,-0.20%
"Aug 25, 2015",153.91,155.3,155.42,153.39,1.03M,-1.02%
"Aug 24, 2015",155.49,156,156.47,155.18,777.41K,-0.21%
"Aug 21, 2015",155.81,155.85,155.93,155.41,449.23K,0.08%
"Aug 20, 2015",155.69,155.46,155.76,155.26,544.91K,0.18%
"Aug 19, 2015",155.41,154.84,155.53,154.56,446.11K,0.46%
"Aug 18, 2015",154.7,154.98,155.28,154.6,420.90K,-0.11%
"Aug 17, 2015",154.87,154.74,155.08,154.56,347.95K,0.19%
"Aug 14, 2015",154.58,154.99,155.15,154.56,342.04K,-0.22%
"Aug 13, 2015",154.92,154.81,155.11,154.56,463.77K,-0.03%
"Aug 12, 2015",154.97,155.31,155.45,154.83,630.36K,0.16%
"Aug 11, 2015",154.73,154.2,154.98,154.2,496.89K,0.51%
"Aug 10, 2015",153.95,154.37,154.41,153.87,274.06K,-0.32%
"Aug 07, 2015",154.44,153.76,154.53,153.58,409.47K,0.41%
"Aug 06, 2015",153.81,153.28,153.95,153.23,494.82K,0.37%
"Aug 05, 2015",153.25,154.22,154.36,153.08,656.74K,-0.63%
"Aug 04, 2015",154.22,154.69,155.05,154.17,479.25K,-0.36%
"Aug 03, 2015",154.78,154.36,154.94,154.11,344.87K,0.23%
"Jul 31, 2015",154.42,154.4,154.49,153.68,668.87K,0.05%
"Jul 30, 2015",154.34,153.51,154.47,153.42,528.39K,0.36%
"Jul 29, 2015",153.78,153.77,153.9,153.37,346.11K,0.02%
"Jul 28, 2015",153.75,153.8,153.91,153.28,435.61K,-0.20%
"Jul 27, 2015",154.06,153.8,154.2,153.73,394.08K,0.18%
"Jul 24, 2015",153.79,153.41,153.94,153.35,431.99K,0.24%
"Jul 23, 2015",153.42,153.15,153.46,153.03,384.26K,0.16%
"Jul 22, 2015",153.18,153.02,153.29,152.68,397.21K,0.25%
"Jul 21, 2015",152.8,153.01,153.31,152.53,465.06K,-0.12%
"Jul 20, 2015",152.98,152.57,153.31,152.42,410.87K,0.16%
"Jul 17, 2015",152.73,152.24,152.88,152.24,423.86K,0.37%
"Jul 16, 2015",152.16,152.37,152.54,151.64,575.32K,-0.25%
"Jul 15, 2015",152.54,151.38,152.69,151.3,608.20K,0.72%
"Jul 14, 2015",151.45,151.11,151.74,150.95,481.85K,0.25%
"Jul 13, 2015",151.07,151.1,151.33,149.59,720.62K,0.33%
"Jul 10, 2015",150.58,151.91,151.91,150.35,845.96K,-1.16%
"Jul 09, 2015",152.35,153.12,153.39,152.3,533.86K,-0.70%
"Jul 08, 2015",153.43,153.63,154.22,153.11,709.62K,0.22%
"Jul 07, 2015",153.1,152.56,154.04,152.28,814.82K,0.35%
"Jul 06, 2015",152.56,152.79,152.86,152.05,604.50K,0.48%
"Jul 03, 2015",151.83,151.12,151.96,151.12,405.95K,0.57%
"Jul 02, 2015",150.97,151.15,151.28,150.47,691.63K,-0.22%
"Jul 01, 2015",151.3,151.96,152.19,151.14,721.06K,-0.58%
"Jun 30, 2015",152.18,152.26,152.54,151.51,815.92K,-0.10%
"Jun 29, 2015",152.33,152.61,152.86,151.13,857.98K,1.51%
"Jun 26, 2015",150.07,151.02,151.08,149.89,589.06K,-0.58%
"Jun 25, 2015",150.95,151.38,151.38,150.61,650.33K,-0.30%
"Jun 24, 2015",151.4,150.65,151.49,150.65,598.37K,0.58%
"Jun 23, 2015",150.52,150.27,150.83,150.05,669.42K,0.07%
"Jun 22, 2015",150.41,151.6,151.64,150.29,814.05K,-1.16%
"Jun 19, 2015",152.18,151.58,152.2,151.48,541.40K,0.54%
"Jun 18, 2015",151.37,152,152.47,150.67,763.32K,-0.29%
"Jun 17, 2015",151.81,151.63,151.93,151.28,584.35K,0.05%
"Jun 16, 2015",151.73,151.42,152.21,151.29,787.12K,0.34%
"Jun 15, 2015",151.22,151.28,151.79,151.02,672.11K,0.29%
"Jun 12, 2015",150.79,150.79,151.26,150.04,779.63K,0.03%
"Jun 11, 2015",150.74,149.03,150.76,148.68,869.59K,1.08%
"Jun 10, 2015",149.13,149.48,149.62,148.24,1.03M,-0.26%
"Jun 09, 2015",149.52,150.69,150.82,149.36,759.37K,-0.62%
"Jun 08, 2015",150.45,150.79,151.23,150.26,549.45K,-0.32%
"Jun 05, 2015",150.93,151.26,151.71,150.53,961.51K,-0.58%
"Jun 04, 2015",151.81,150.73,151.9,149.65,1.31M,0.76%
"Jun 03, 2015",150.66,153.02,153.18,150.64,1.70M,-1.47%
"Jun 02, 2015",152.9,154.93,154.93,152.75,1.68M,-1.14%
"Jun 01, 2015",154.66,155.48,155.78,154.6,866.35K,-0.53%
"May 29, 2015",155.49,155.25,155.69,155.08,638.81K,0.28%
"May 28, 2015",155.06,154.9,155.22,154.83,566.72K,0.16%
"May 27, 2015",154.82,154.75,155.13,154.37,712.91K,0.07%
"May 26, 2015",154.71,154.25,154.93,154.07,634.98K,0.53%
"May 22, 2015",153.89,153.63,154.17,153.59,576.92K,0.27%
"May 21, 2015",153.47,153.8,153.96,153.05,858.33K,-0.17%
"May 20, 2015",153.73,153.98,154.44,153.57,681.55K,-0.06%
"May 19, 2015",153.82,153.58,154.68,153.53,988.96K,0.27%
"May 18, 2015",153.41,153.54,153.82,153.25,566.66K,-0.10%
"May 15, 2015",153.57,153.2,153.89,153.03,668.51K,0.44%
"May 14, 2015",152.89,152.33,153.17,152.03,709.42K,0.52%
"May 13, 2015",152.1,153.01,154.13,151.98,1.03M,-0.56%
"May 12, 2015",152.96,153.27,153.48,152.32,1.25M,-0.30%
"May 11, 2015",153.42,154.85,155.02,153.41,720.30K,-0.75%
"May 08, 2015",154.58,154.37,154.94,153.6,988.23K,0.14%
"May 07, 2015",154.36,153.72,154.44,151.58,1.73M,0.38%
"May 06, 2015",153.77,154.72,154.93,153.71,1.30M,-0.74%
"May 05, 2015",154.91,155.55,156.21,154.69,1.22M,-0.40%
"May 04, 2015",155.53,156.6,156.74,155.46,632.93K,-0.91%
"Apr 30, 2015",156.96,157.8,157.88,156.46,1.23M,-0.49%
"Apr 29, 2015",157.73,159.15,159.2,157.62,1.15M,-0.89%
"Apr 28, 2015",159.14,159.18,159.45,159.07,495.19K,-0.02%
"Apr 27, 2015",159.17,159.41,159.55,159.04,392.34K,-0.11%
"Apr 24, 2015",159.35,159.2,159.37,158.94,546.43K,0.11%
"Apr 23, 2015",159.17,159.24,159.57,159.04,613.27K,-0.01%
"Apr 22, 2015",159.18,159.98,160.17,159.11,716.87K,-0.46%
"Apr 21, 2015",159.91,160.36,160.44,159.83,507.05K,-0.26%
"Apr 20, 2015",160.32,160.4,160.49,160.25,353.25K,-0.04%
"Apr 17, 2015",160.38,160.28,160.69,160.22,486.84K,0.05%
"Apr 16, 2015",160.3,159.93,160.37,159.92,609.39K,0.21%
"Apr 15, 2015",159.96,159.5,160.05,159.44,491.17K,0.35%
"Apr 14, 2015",159.41,159.35,159.6,159.24,455.02K,0.04%
"Apr 13, 2015",159.34,159.22,159.38,159.04,385.54K,0.13%
"Apr 10, 2015",159.14,159.07,159.35,159.03,385.15K,0.07%
"Apr 09, 2015",159.03,159.12,159.44,159,454.40K,-0.05%
"Apr 08, 2015",159.11,158.94,159.19,158.94,386.08K,0.14%
"Apr 07, 2015",158.88,158.81,158.9,158.65,284.95K,0.08%
"Apr 02, 2015",158.76,158.89,159.07,158.63,399.23K,-0.08%
"Apr 01, 2015",158.88,158.74,159.18,158.56,572.24K,0.06%
"Mar 31, 2015",158.78,158.56,158.87,158.36,496.43K,0.19%
"Mar 30, 2015",158.48,158.51,158.88,158.39,395.01K,-0.01%
"Mar 27, 2015",158.49,158.45,158.58,158.11,530.94K,0.06%
"Mar 26, 2015",158.39,158.28,158.54,158.18,434.26K,0.15%
"Mar 25, 2015",158.16,158.34,158.55,158.15,454.58K,-0.10%
"Mar 24, 2015",158.32,158.41,158.66,158.11,492.10K,-0.04%
"Mar 23, 2015",158.39,158.85,158.94,158.26,430.62K,-0.29%
"Mar 20, 2015",158.85,158.74,158.95,158.61,369.25K,0.07%
"Mar 19, 2015",158.74,158.93,158.99,158.46,529.85K,-0.19%
"Mar 18, 2015",159.04,157.65,159.11,157.65,734.83K,0.91%
"Mar 17, 2015",157.61,157.76,157.82,157.51,477.88K,-0.07%
"Mar 16, 2015",157.72,157.98,158.03,157.48,511.36K,-0.13%
"Mar 14, 2015",157.92,157.92,157.92,157.92,-,0.00%
"Mar 13, 2015",157.92,158.01,158.17,157.59,593.10K,-0.03%
"Mar 12, 2015",157.97,158.63,158.8,157.9,753.52K,-0.37%
"Mar 11, 2015",158.56,158.45,158.78,158.15,770.22K,0.07%
"Mar 10, 2015",158.45,157.32,158.49,157.26,800.51K,0.74%
"Mar 09, 2015",157.29,156.25,157.35,156.22,692.54K,0.68%
"Mar 06, 2015",156.23,156.96,157.13,156.13,770.22K,-0.49%
"Mar 05, 2015",157,156.47,157.28,155.84,1.36M,0.31%
"Mar 04, 2015",156.51,156.5,156.79,156.38,917.90K,-0.04%
"Mar 03, 2015",156.58,156.88,157.04,156.51,794.17K,-0.15%
"Mar 02, 2015",156.82,157.26,157.42,156.8,280.74K,-0.32%
"Mar 01, 2015",157.32,157.32,157.32,157.32,-,-1.37%
"Feb 27, 2015",159.5,159.77,159.77,159.23,844.13K,-0.11%
"Feb 26, 2015",159.68,159.5,159.98,159.47,693.47K,0.08%
"Feb 25, 2015",159.55,158.93,159.58,158.9,720.54K,0.38%
"Feb 24, 2015",158.95,158.93,158.95,158.52,558.50K,0.01%
"Feb 23, 2015",158.94,158.59,158.95,158.43,467.28K,0.36%
"Feb 21, 2015",158.37,158.37,158.37,158.37,-,0.00%
"Feb 20, 2015",158.37,158.54,159.17,158.24,757.23K,-0.09%
"Feb 19, 2015",158.51,158.67,158.86,158.35,690.56K,-0.08%
"Feb 18, 2015",158.64,158.52,158.72,158.25,712.21K,0.11%
"Feb 17, 2015",158.46,159.33,159.33,158.31,577.45K,-0.53%
"Feb 16, 2015",159.31,158.82,159.36,158.78,268.28K,0.31%
"Feb 13, 2015",158.82,159.1,159.11,158.74,518.98K,-0.18%
"Feb 12, 2015",159.11,158.79,159.24,158.47,748.39K,0.21%
"Feb 11, 2015",158.78,158.57,158.87,158.53,422.84K,0.15%
"Feb 10, 2015",158.55,158.62,158.8,158.22,754.99K,-0.08%
"Feb 09, 2015",158.67,158.59,159.08,158.46,519.78K,0.14%
"Feb 06, 2015",158.45,158.66,158.96,158.33,612.58K,-0.08%
"Feb 05, 2015",158.58,159.11,159.16,158.38,661.77K,-0.20%
"Feb 04, 2015",158.89,158.65,159.02,158.55,675.58K,0.09%
"Feb 03, 2015",158.75,159.34,159.36,158.68,639.67K,-0.32%
"Feb 02, 2015",159.26,159.35,159.48,159.17,484.03K,-0.14%
"Jan 30, 2015",159.48,158.74,159.54,158.63,634.94K,0.59%
"Jan 29, 2015",158.55,159.01,159.09,158.48,578.27K,-0.33%
"Jan 28, 2015",159.08,158.18,159.19,157.87,674.40K,0.56%
"Jan 27, 2015",158.2,158.29,158.47,158.17,595.36K,-0.04%
"Jan 26, 2015",158.27,158.87,159.03,158.14,547.70K,-0.37%
